age,value
35.294117647058826,19.237240258803055
43.13725490196078,20.103216069212085
72.54901960784314,23.979488744376308
31.372549019607842,30.412451907414813
100.0,20.103216069212085
100.0,20.103216069212085
100.0,25.257833988313447
66.66666666666667,21.402179784825627
100.0,17.154774619486105
76.47058823529412,21.402179784825627
17.647058823529413,30.412451907414813
17.647058823529413,25.257833988313447
100.0,99.99999999999999
29.41176470588235,30.412451907414813
100.0,25.257833988313447
100.0,30.412451907414813
50.98039215686274,35.567069826516175
74.50980392156863,33.85573667737452
68.62745098039215,23.711448612583037
58.8235294117647,34.80418637448918
54.90196078431372,22.680525028762766
41.17647058823529,31.958837283145222
70.58823529411765,36.72170424039488
54.90196078431372,50.061855415029214
52.94117647058823,53.27833699654846
74.50980392156863,45.876305664718906
100.0,69.07208630067504
64.70588235294117,66.12364485094906
100.0,61.52572566711065
100.0,52.26803188440459
100.0,50.3917509618517
100.0,53.75256184510579
52.94117647058823,43.29899670516822
100.0,51.03092358382027
60.78431372549019,41.95879604620187
49.01960784313725,49.48453820808986
100.0,43.11343046008057
66.66666666666667,47.03094007859761
100.0,44.65981583581098
52.94117647058823,41.95879604620187
100.0,45.175277627721115
96.07843137254902,64.45354864516023
90.19607843137254,68.57724298044131
78.43137254901961,72.39166024057631
70.58823529411765,65.97931554921422
100.0,73.93804561630672
100.0,77.2163826128552
100.0,77.54627815967768
52.94117647058823,66.45354039777155
96.07843137254902,57.773163822004854
84.31372549019608,57.17522814338909
76.47058823529412,81.7524463816644
56.86274509803921,61.13397470525894
64.70588235294117,64.10303462666133
33.333333333333336,77.85555523482377
66.66666666666667,62.74221549601857
64.70588235294117,65.62880153071534
52.94117647058823,66.02055249256703
49.01960784313725,69.31950796079191
54.90196078431372,72.96897744751567
60.78431372549019,72.35042329722351
70.58823529411765,72.51537107063476
74.50980392156863,71.71125067525495
56.86274509803921,96.55650904532351
100.0,65.23705056886362
86.27450980392156,63.6081913064276
96.07843137254902,41.58766355602657
72.54901960784314,44.969092910957066
100.0,58.02058548212172
100.0,53.34019241157768
100.0,43.85569544043117
100.0,38.06190489936124
100.0,46.35053051327623
100.0,52.597927431227085
100.0,59.19583836767683
100.0,52.47421660116865
100.0,61.79376579890392
100.0,77.34009344291363
100.0,81.50502472154753
100.0,69.56692962090878
100.0,56.14430455956882
100.0,68.80404616888177
100.0,47.175269380332445
100.0,40.51550302885349
100.0,41.93817757452546
100.0,52.55669048787427
88.23529411764706,42.02065146123108
80.3921568627451,43.29899670516822
82.35294117647058,48.45361462426958
78.43137254901961,32.2474958866149
54.90196078431372,36.86603354212972
50.98039215686274,22.680525028762766
86.27450980392156,17.010445317751266
96.07843137254902,22.680525028762766
100.0,25.525874120106717
68.62745098039215,20.969191879621114
82.35294117647058,28.206275438039427
100.0,23.092894462290875
100.0,23.422790009113363
100.0,25.897006610282016
90.19607843137254,34.57738318604871
100.0,27.195970325895562
100.0,22.226918651881846
94.11764705882352,31.814507981410383
100.0,23.010420575585254
98.0392156862745,23.278460707378525
96.07843137254902,22.371247953616685
100.0,19.979505239153653
82.35294117647058,20.1650714842413
100.0,19.154766372097434
56.86274509803921,25.257833988313447
74.50980392156863,18.659923051863704
90.19607843137254,16.598075884223157
100.0,20.84548104956268
82.35294117647058,20.041360654182867
98.0392156862745,12.371289190560038
74.50980392156863,20.103216069212085
100.0,22.680525028762766
37.254901960784316,20.61867786112222
100.0,16.49498352584113
100.0,16.783642129310806
100.0,11.752735040267874
100.0,11.608405738533037
100.0,13.567160547791554
96.07843137254902,23.464026952466174
82.35294117647058,20.103216069212085
100.0,21.52589061488406
84.31372549019608,21.257850483090788
92.15686274509804,22.165063236852628
94.11764705882352,18.824870825274946
70.58823529411765,24.226910404493175
56.86274509803921,22.20630018020544
76.47058823529412,20.268163842623327
84.31372549019608,19.48466191891992
100.0,30.866058284295733
100.0,22.680525028762766
88.23529411764706,22.618669613733548
94.11764705882352,25.092886214902205
72.54901960784314,26.123809798722476
54.90196078431372,27.83514294786413
90.19607843137254,25.525874120106717
64.70588235294117,25.608348006812342
66.66666666666667,26.556797703926993
74.50980392156863,29.175343606830484
74.50980392156863,28.041327664628184
82.35294117647058,53.19586310984284
100.0,41.67013744273219
100.0,35.48459593981055
78.43137254901961,46.30929356992342
92.15686274509804,44.268064873959275
92.15686274509804,49.958763056647186
88.23529411764706,47.814442002301014
96.07843137254902,34.00006597910936
76.47058823529412,31.8763633964396
88.23529411764706,38.824788351388236
100.0,51.21648982890792
86.27450980392156,44.701052779163795
52.94117647058823,25.876388138605613
66.66666666666667,22.886709745526822
94.11764705882352,22.061970878470603
84.31372549019608,24.680516781374095
86.27450980392156,25.649584950165153
86.27450980392156,20.701151747827844
88.23529411764706,25.216597044960636
100.0,25.154741629931422
100.0,26.309376043810126
94.11764705882352,25.257833988313447
84.31372549019608,19.93826829580084
82.35294117647058,23.051657518938065
90.19607843137254,19.855794409095218
76.47058823529412,20.577440917769408
96.07843137254902,18.000131958218727
84.31372549019608,24.103199574434743
98.0392156862745,21.464035199854845
100.0,13.525923604438743
100.0,13.525923604438743
100.0,15.216638281903991
94.11764705882352,18.020750429895134
88.23529411764706,17.25786697786813
82.35294117647058,17.525907109661404
80.3921568627451,15.938284790578182
74.50980392156863,16.453746582488318
78.43137254901961,17.93827654318951
100.0,29.567094568682187
74.50980392156863,21.97949699176498
96.07843137254902,23.525882367495388
82.35294117647058,21.938260048412168
84.31372549019608,18.103224316600755
100.0,29.896990115504675
100.0,26.577416175603396
100.0,28.082564607980995
100.0,30.804202869266515
100.0,29.175343606830484
62.745098039215684,43.29899670516822
94.11764705882352,32.82481309355425
100.0,31.319664661176652
86.27450980392156,30.618636624178865
74.50980392156863,49.07216877456175
78.43137254901961,46.536096758363875
88.23529411764706,39.8144749918557
90.19607843137254,37.75262782421515
96.07843137254902,32.53615449008458
70.58823529411765,66.32982956771312
64.70588235294117,62.51541230757811
43.13725490196078,55.83502748442274
45.09803921568627,57.319557445123934
41.17647058823529,73.40196535272018
80.3921568627451,29.340291380241727
56.86274509803921,24.804227611432527
82.35294117647058,25.092886214902205
96.07843137254902,30.041319417239514
94.11764705882352,25.897006610282016
100.0,26.598034647279803
90.19607843137254,30.28874107735638
92.15686274509804,29.134106663477674
86.27450980392156,33.19594558372955
74.50980392156863,26.969167137455102
74.50980392156863,26.165046742075287
58.8235294117647,15.608389243755694
78.43137254901961,15.587770772079288
90.19607843137254,19.154766372097434
70.58823529411765,18.969200127009785
72.54901960784314,17.154774619486105
96.07843137254902,15.360967583638828
100.0,16.247561865724265
94.11764705882352,16.84549754434002
50.98039215686274,17.010445317751266
80.3921568627451,16.969208374398455
82.35294117647058,15.711481602137722
94.11764705882352,15.752718545490533
100.0,16.742405185957995
98.0392156862745,21.670219916618898
100.0,17.525907109661404
100.0,16.433128110811914
90.19607843137254,14.577465659935422
78.43137254901961,15.319730640286018
86.27450980392156,17.814565713131078
78.43137254901961,11.855827398649902
86.27450980392156,12.185722945472389
68.62745098039215,11.340365606739764
70.58823529411765,14.350662471494962
72.54901960784314,13.773345264555608
35.294117647058826,13.690871377849987
52.94117647058823,13.773345264555608
49.01960784313725,14.598084131611827
68.62745098039215,14.866124263405098
80.3921568627451,14.123859283054502
84.31372549019608,13.340357359351094
82.35294117647058,14.103240811378097
86.27450980392156,14.371280943171367
80.3921568627451,13.402212774380311
82.35294117647058,12.659947794029714
84.31372549019608,13.340357359351094
80.3921568627451,13.897056094614042
78.43137254901961,17.051682261104077
90.19607843137254,16.94858990272205
82.35294117647058,17.85580265648389
82.35294117647058,14.742413433346666
66.66666666666667,15.567152300402883
88.23529411764706,19.092910957068217
88.23529411764706,14.268188584789339
88.23529411764706,15.237256753580397
86.27450980392156,13.546542076115148
88.23529411764706,14.866124263405098
72.54901960784314,14.453754829876988
86.27450980392156,13.814582207908419
68.62745098039215,13.979529981319663
82.35294117647058,14.350662471494962
68.62745098039215,13.835200679584824
62.745098039215684,15.319730640286018
82.35294117647058,17.17539309116251
78.43137254901961,15.938284790578182
84.31372549019608,15.216638281903991
92.15686274509804,15.464059942020857
86.27450980392156,16.598075884223157
72.54901960784314,15.814573960519748
90.19607843137254,17.608380996367025
76.47058823529412,16.453746582488318
88.23529411764706,30.78358439759011
68.62745098039215,28.96915889006643
74.50980392156863,37.50520616409829
50.98039215686274,54.45358988210357
64.70588235294117,49.03093183120894
49.01960784313725,53.690706430076574
62.745098039215684,48.45361462426958
52.94117647058823,64.90715502204114
68.62745098039215,37.21654756062861
62.745098039215684,49.67010445317751
56.86274509803921,61.05150081855332
68.62745098039215,64.94839196539395
78.43137254901961,48.22681143582913
88.23529411764706,26.371231458839343
76.47058823529412,22.948565160556036
84.31372549019608,24.907319969814555
78.43137254901961,23.835159442641473
45.09803921568627,19.154766372097434
84.31372549019608,19.814557465742407
82.35294117647058,22.061970878470603
94.11764705882352,21.237232011414385
76.47058823529412,16.53622046919394
66.66666666666667,16.35065422410629
64.70588235294117,15.979521733930993
70.58823529411765,15.835192432196154
82.35294117647058,19.464043447243515
88.23529411764706,23.608356254201013
100.0,26.47432381722137
90.19607843137254,17.154774619486105
84.31372549019608,18.16507973162997
94.11764705882352,53.97936503354625
100.0,52.76287520463833
100.0,47.67011270056618
72.54901960784314,43.13404893175698
100.0,44.14435404390085
88.23529411764706,40.536121500529894
27.45098039215686,49.71134139653032
68.62745098039215,39.443342501680405
100.0,42.536113253141224
80.3921568627451,39.67014569012086
70.58823529411765,69.07208630067504
100.0,41.896940631172654
96.07843137254902,41.58766355602657
100.0,52.70101978960911
100.0,50.80412039537981
100.0,50.783501923703405
100.0,44.78352666586942
80.3921568627451,74.30917810648202
100.0,70.57723473305263
100.0,74.10299338971798
100.0,70.88651180819872
100.0,82.98955468224872
100.0,85.66995600018143
100.0,71.73186914693134
100.0,78.76276798858561
100.0,68.41229520703007
100.0,64.3504562867782
100.0,56.72162176650817
100.0,57.11337272835988
100.0,52.76287520463833
100.0,73.4225838243966
100.0,66.10302637927266
70.58823529411765,73.46382076774941
78.43137254901961,67.83497800009071
100.0,67.46384550991542
100.0,73.38134688104378
70.58823529411765,69.07208630067504
80.3921568627451,72.90712203248646
100.0,77.69060746141253
100.0,82.53594830536781
100.0,55.64946123933509
100.0,56.18554150292163
84.31372549019608,53.17524463816643
100.0,50.43298790520451
100.0,49.38144584970783
100.0,45.4845547028672
100.0,41.93817757452546
92.15686274509804,44.164972515577254
88.23529411764706,36.51551952363083
100.0,33.87635514905093
86.27450980392156,35.567069826516175
100.0,25.525874120106717
17.647058823529413,27.83514294786413
96.07843137254902,25.897006610282016
100.0,21.649601444942494
88.23529411764706,26.762982420691046
100.0,26.762982420691046
100.0,47.525783398831344
100.0,38.14437878606686
94.11764705882352,32.72172073517223
96.07843137254902,35.175318864664476
100.0,34.55676471437231
100.0,43.896932383783984
88.23529411764706,42.41240242308279
88.23529411764706,40.618595387235516
100.0,52.865967563020355
56.86274509803921,52.329887299433814
70.58823529411765,54.1855497503103
100.0,65.4638537573041
100.0,66.78343594459403
100.0,56.18554150292163
78.43137254901961,76.20607750071133
80.3921568627451,73.48443923942581
100.0,69.07208630067504
100.0,99.99999999999999
100.0,32.9897608669655
100.0,46.74228147512793
66.66666666666667,41.58766355602657
94.11764705882352,40.47426608550067
100.0,40.24746289706022
100.0,37.40211380571626
100.0,36.43304563692521
100.0,34.49490929934309
84.31372549019608,32.9897608669655
88.23529411764706,31.113479944412596
100.0,29.257817493536106
100.0,30.78358439759011
100.0,27.83514294786413
96.07843137254902,27.938235306246156
100.0,31.938218811468815
94.11764705882352,27.299062684277587
100.0,28.391841683127076
94.11764705882352,34.57738318604871
100.0,33.87635514905093
100.0,29.42276526694735
78.43137254901961,28.4743155698327
100.0,48.45361462426958
100.0,39.443342501680405
100.0,42.02065146123108
100.0,37.77324629589156
66.66666666666667,49.19587960462018
100.0,49.97938152832359
100.0,56.59791093644974
100.0,46.74228147512793
92.15686274509804,97.85547276093706
100.0,88.90705605337709
100.0,90.98952169269404
100.0,66.35044803938952
100.0,99.99999999999999
100.0,99.99999999999999
100.0,74.61845518162811
100.0,60.74222374340724
100.0,34.49490929934309
90.19607843137254,32.51553601840817
96.07843137254902,28.000090721275374
100.0,28.577407928214726
100.0,18.824870825274946
90.19607843137254,26.24752062878091
100.0,21.52589061488406
84.31372549019608,27.402155042659615
92.15686274509804,24.309384291198796
66.66666666666667,24.226910404493175
100.0,23.072275990614468
25.49019607843137,26.556797703926993
100.0,99.99999999999999
74.50980392156863,99.99999999999999
80.3921568627451,99.99999999999999
100.0,99.99999999999999
100.0,93.01013191698178
100.0,99.99999999999999
100.0,91.29879876784013
100.0,94.14414785918407
100.0,99.99999999999999
100.0,79.0926635354081
100.0,67.15456843476933
100.0,56.680384823155364
100.0,66.04117096424343
100.0,65.56694611568612
100.0,46.5979521733931
100.0,36.00005773172069
100.0,39.443342501680405
100.0,41.38147883926251
100.0,40.24746289706022
100.0,39.95880429359054
100.0,37.711390880862346
100.0,38.41241891786013
100.0,36.24747939183756
100.0,39.77323804850289
100.0,41.29900495255689
86.27450980392156,40.804161632323165
23.52941176470588,57.25770203009471
56.86274509803921,53.60823254337095
80.3921568627451,38.14437878606686
54.90196078431372,32.659865320143005
80.3921568627451,17.979513486542324
100.0,42.433020894759196
50.98039215686274,46.969084663568395
33.333333333333336,51.62885926243602
96.07843137254902,42.0618884045839
100.0,55.07214403239574
100.0,73.60815006948424
100.0,43.463944478579464
100.0,42.433020894759196
100.0,45.257751514426744
100.0,49.31959043467862
100.0,69.44321879085034
100.0,53.60823254337095
100.0,80.49471960940366
100.0,43.93816932713679
100.0,45.154659156044715
82.35294117647058,30.412451907414813
82.35294117647058,47.092795493626824
100.0,53.36081088325408
100.0,48.144337549123506
100.0,47.21650632368526
100.0,46.57733370171669
100.0,60.06181417808586
96.07843137254902,46.39176745662904
86.27450980392156,47.85567894565383
50.98039215686274,55.99997525783398
100.0,51.896899394229294
94.11764705882352,44.28868334563568
100.0,44.185590987253654
39.21568627450981,44.000024742166005
47.05882352941176,39.422724030004
7.8431372549019605,69.21641560240988
58.8235294117647,44.536105005752546
100.0,49.051550302885346
52.94117647058823,69.87620669605485
43.13725490196078,57.05151731333066
37.254901960784316,17.525907109661404
21.56862745098039,67.34013467985699
7.8431372549019605,81.95863109842846
68.62745098039215,48.16495602079991
76.47058823529412,49.46391973641345
68.62745098039215,46.701044531775125
49.01960784313725,57.773163822004854
58.8235294117647,67.09271301974012
60.78431372549019,53.54637712834173
66.66666666666667,46.10310885315936
66.66666666666667,51.83504397920008
56.86274509803921,64.98962890874677
68.62745098039215,39.546434860062426
47.05882352941176,40.04127818029616
56.86274509803921,37.278402975657826
58.8235294117647,49.175261132943774
58.8235294117647,46.76289994680434
50.98039215686274,48.969076416179725
56.86274509803921,51.319582187289946
72.54901960784314,43.711366138696334
72.54901960784314,42.453639366435596
60.78431372549019,50.37113249017529
74.50980392156863,44.84538208089863
70.58823529411765,44.65981583581098
62.745098039215684,40.082515123648975
60.78431372549019,42.92786421499292
47.05882352941176,40.185607482030996
62.745098039215684,39.835093463532104
54.90196078431372,38.927880709770264
68.62745098039215,37.257784503981426
58.8235294117647,36.18562397680834
82.35294117647058,34.22686916754982
80.3921568627451,35.03098956292963
70.58823529411765,36.24747939183756
27.45098039215686,46.84537383350996
37.254901960784316,35.73201759992742
100.0,34.742330959459956
100.0,39.010354596475885
98.0392156862745,48.84536558612129
94.11764705882352,35.567069826516175
100.0,37.77324629589156
100.0,42.0618884045839
100.0,53.60823254337095
86.27450980392156,47.50516492715494
88.23529411764706,33.50522265887563
94.11764705882352,32.28873282996771
100.0,34.70109401610715
100.0,32.9897608669655
86.27450980392156,29.216580550183295
86.27450980392156,29.38152832359454
72.54901960784314,33.97944750743296
68.62745098039215,39.278394728269156
66.66666666666667,33.79388126234531
68.62745098039215,51.03092358382027
80.3921568627451,30.92791369932495
88.23529411764706,29.83513470047546
7.8431372549019605,29.546476097005783
72.54901960784314,26.762982420691046
82.35294117647058,31.19595383111822
70.58823529411765,36.288716335190365
68.62745098039215,32.9897608669655
17.647058823529413,25.257833988313447
52.94117647058823,26.123809798722476
58.8235294117647,40.39179219879505
90.19607843137254,37.79386476756797
54.90196078431372,29.360909851918134
100.0,51.48452996070119
72.54901960784314,41.93817757452546
82.35294117647058,45.38146234448517
62.745098039215684,67.3813716232098
49.01960784313725,72.63908190069318
66.66666666666667,47.11341396530323
66.66666666666667,31.525849377940705
47.05882352941176,73.443202296073
74.50980392156863,42.04126993290749
86.27450980392156,38.70107752132981
86.27450980392156,35.299029694722904
84.31372549019608,35.85572842998585
84.31372549019608,34.020684450785765
33.333333333333336,38.70107752132981
50.98039215686274,34.37119846928466
33.333333333333336,31.299046189500245
82.35294117647058,34.78356790281277
35.294117647058826,41.85570368781984
68.62745098039215,36.39180869357239
68.62745098039215,37.05159978721737
31.372549019607842,35.50521441148696
39.21568627450981,42.907245743316516
31.372549019607842,52.84534909134395
68.62745098039215,36.927888957158935
68.62745098039215,36.16500550513194
72.54901960784314,35.896965373338666
72.54901960784314,34.96913414790042
68.62745098039215,37.58768005080391
68.62745098039215,36.61861188201286
68.62745098039215,36.536137995307236
68.62745098039215,37.03098131554096
68.62745098039215,36.804178127100506
45.09803921568627,38.6804590496534
29.41176470588235,14.082622339701691
45.09803921568627,40.742306217293944
7.8431372549019605,35.628925241545396
68.62745098039215,39.31963167162197
68.62745098039215,36.68046729704207
66.66666666666667,39.21653931323994
56.86274509803921,40.907253990705186
74.50980392156863,34.76294943113636
70.58823529411765,33.69078890396328
50.98039215686274,42.103125347936704
58.8235294117647,34.659857072754335
84.31372549019608,29.299054436888916
56.86274509803921,29.443383738623755
64.70588235294117,30.247504134003567
72.54901960784314,28.268130853068644
78.43137254901961,26.783600892367453
31.372549019607842,34.00006597910936
66.66666666666667,33.835118205698116
35.294117647058826,29.87637164382827
43.13725490196078,30.185648718974353
54.90196078431372,32.04131116985084
35.294117647058826,25.257833988313447
78.43137254901961,33.69078890396328
70.58823529411765,28.907303475037214
80.3921568627451,30.082556360592324
17.647058823529413,31.402138547882274
37.254901960784316,67.0102391330345
60.78431372549019,85.77304835856346
9.803921568627452,58.98965365091277
39.21568627450981,46.783518418480746
7.8431372549019605,30.412451907414813
17.647058823529413,58.59790268906107
17.647058823529413,61.95871357231516
43.13725490196078,41.60828202770298
68.62745098039215,41.87632215949625
56.86274509803921,32.020692698174436
49.01960784313725,53.60823254337095
49.01960784313725,34.86604178951839
54.90196078431372,29.896990115504675
92.15686274509804,32.9897608669655
78.43137254901961,37.628916994156725
82.35294117647058,27.83514294786413
54.90196078431372,39.29901319994556
78.43137254901961,32.020692698174436
82.35294117647058,36.26809786351396
70.58823529411765,37.50520616409829
70.58823529411765,32.78357615020144
70.58823529411765,32.00007422649803
72.54901960784314,34.206250695873415
64.70588235294117,27.938235306246156
58.8235294117647,31.360901604529463
66.66666666666667,27.60833975942367
76.47058823529412,37.40211380571626
70.58823529411765,36.30933480686677
68.62745098039215,35.567069826516175
86.27450980392156,34.1443952808442
86.27450980392156,34.59800165772512
84.31372549019608,33.87635514905093
82.35294117647058,33.89697362072734
66.66666666666667,40.26808136873662
64.70588235294117,36.556756466983636
66.66666666666667,37.75262782421515
68.62745098039215,37.36087686236345
72.54901960784314,34.35057999760826
70.58823529411765,35.44335899645775
70.58823529411765,35.73201759992742
76.47058823529412,34.845423317841984
62.745098039215684,34.98975261957683
80.3921568627451,34.00006597910936
72.54901960784314,31.38152007620587
60.78431372549019,31.01038758603057
62.745098039215684,28.659881814920347
74.50980392156863,28.556789456538322
76.47058823529412,24.824846083108934
74.50980392156863,29.546476097005783
60.78431372549019,46.536096758363875
41.17647058823529,34.16501375252061
50.98039215686274,44.453631119046925
52.94117647058823,40.371173727118645
72.54901960784314,30.989769114354164
54.90196078431372,49.31959043467862
33.333333333333336,65.4844722289805
43.13725490196078,69.07208630067504
52.94117647058823,30.144411775621542
39.21568627450981,33.87635514905093
62.745098039215684,28.721737229949564
58.8235294117647,30.268122605679974
31.372549019607842,30.28874107735638
66.66666666666667,31.01038758603057
70.58823529411765,31.257809246147435
70.58823529411765,27.773287532834914
66.66666666666667,30.32997802070919
62.745098039215684,28.371223211450673
50.98039215686274,37.1546921455994
66.66666666666667,36.206242448484744
66.66666666666667,36.86603354212972
64.70588235294117,38.26808961612529
54.90196078431372,27.83514294786413
68.62745098039215,35.113463449635255
68.62745098039215,32.51553601840817
66.66666666666667,32.80419462187785
47.05882352941176,36.989744372188156
52.94117647058823,39.525816388386026
58.8235294117647,39.072210011505106
68.62745098039215,32.9897608669655
49.01960784313725,25.257833988313447
33.333333333333336,35.50521441148696
66.66666666666667,32.70110226349582
35.294117647058826,30.51554426579684
33.333333333333336,65.27828751221644
58.8235294117647,37.649535465833125
13.72549019607843,37.711390880862346
76.47058823529412,43.93816932713679
64.70588235294117,35.97943926004429
60.78431372549019,34.8866602611948
54.90196078431372,34.206250695873415
68.62745098039215,32.37120671667333
68.62745098039215,33.58769654558125
68.62745098039215,32.59800990511379
68.62745098039215,32.49491754673176
56.86274509803921,34.45367235599028
43.13725490196078,33.91759209240374
58.8235294117647,33.19594558372955
62.745098039215684,36.61861188201286
68.62745098039215,34.57738318604871
41.17647058823529,24.721753724726906
50.98039215686274,29.402146795270944
47.05882352941176,36.26809786351396
70.58823529411765,29.525857625329376
37.254901960784316,69.07208630067504
62.745098039215684,29.525857625329376
62.745098039215684,27.031022552484316
62.745098039215684,43.64951072366711
66.66666666666667,37.87633865427359
60.78431372549019,42.51549478146482
66.66666666666667,39.896948878561325
66.66666666666667,39.010354596475885
60.78431372549019,36.742322712071285
66.66666666666667,40.103133595325374
68.62745098039215,30.907295227648543
70.58823529411765,30.185648718974353
68.62745098039215,35.463977468134146
66.66666666666667,36.16500550513194
70.58823529411765,29.19596207850689
31.372549019607842,29.340291380241727
66.66666666666667,31.567086321293516
45.09803921568627,33.52584113055204
21.56862745098039,39.979422765266946
43.13725490196078,31.793889509733976
29.41176470588235,30.70111051088449
64.70588235294117,30.866058284295733
66.66666666666667,29.257817493536106
68.62745098039215,31.711415623028355
66.66666666666667,32.80419462187785
50.98039215686274,39.48457944503321
49.01960784313725,38.94849918144667
15.686274509803921,41.649518971055784
68.62745098039215,29.814516228799054
58.8235294117647,29.855753172151864
60.78431372549019,28.721737229949564
60.78431372549019,27.752669061158507
62.745098039215684,35.79387301495664
31.372549019607842,46.082490381482955
41.17647058823529,45.422699287837986
9.803921568627452,50.80412039537981
31.372549019607842,45.23713304275034
33.333333333333336,44.68043430748739
29.41176470588235,29.134106663477674
23.52941176470588,42.68044255487606
27.45098039215686,49.36082737803142
29.41176470588235,47.27836173871447
29.41176470588235,47.83506047397742
29.41176470588235,45.67012094795485
27.45098039215686,28.123801551333806
29.41176470588235,40.96910940573441
25.49019607843137,47.13403243697964
27.45098039215686,40.72168774561754
45.09803921568627,41.17529412249846
33.333333333333336,40.86601704735238
29.41176470588235,49.690722924853915
1.9607843137254901,45.876305664718906
27.45098039215686,33.62893348893407
31.372549019607842,44.701052779163795
68.62745098039215,27.402155042659615
17.647058823529413,36.43304563692521
39.21568627450981,47.95877130403586
27.45098039215686,55.36080263586541
37.254901960784316,41.62890049937938
58.8235294117647,55.15461791910136
9.803921568627452,57.855637708710475
25.49019607843137,55.01028861736652
25.49019607843137,52.53607201619786
21.56862745098039,44.57734194910536
13.72549019607843,62.53603077925451
27.45098039215686,49.154642661267374
11.76470588235294,54.26802363701592
7.8431372549019605,58.762850462472315
3.9215686274509802,53.29895546822487
43.13725490196078,42.96910115834574
66.66666666666667,41.13405717914565
58.8235294117647,42.30931006470076
45.09803921568627,46.453622871658254
9.803921568627452,29.484620681976565
49.01960784313725,43.13404893175698
62.745098039215684,33.44336724384642
45.09803921568627,41.463952725968134
33.333333333333336,52.51545354452146
37.254901960784316,44.57734194910536
5.88235294117647,30.412451907414813
23.52941176470588,49.2783534913258
58.8235294117647,37.36087686236345
31.372549019607842,35.95882078836788
31.372549019607842,42.433020894759196
29.41176470588235,40.989727877410814
27.45098039215686,88.2266464880557
39.21568627450981,65.64942000239174
47.05882352941176,69.56692962090878
50.98039215686274,59.855629461321804
62.745098039215684,50.43298790520451
54.90196078431372,48.22681143582913
58.8235294117647,70.30919460125936
25.49019607843137,45.56702858957282
43.13725490196078,42.02065146123108
52.94117647058823,43.917550855460384
33.333333333333336,45.546410117896414
52.94117647058823,38.804169879711836
66.66666666666667,37.5258246357747
49.01960784313725,45.64950247627844
52.94117647058823,42.92786421499292
49.01960784313725,42.824771856610894
49.01960784313725,43.29899670516822
33.333333333333336,46.41238592830545
52.94117647058823,43.896932383783984
52.94117647058823,52.288650356081
54.90196078431372,53.62885101504735
64.70588235294117,49.75257833988313
50.98039215686274,65.44323528562768
60.78431372549019,56.20615997459804
49.01960784313725,58.53604727403185
50.98039215686274,56.20615997459804
47.05882352941176,42.721679498228866
49.01960784313725,44.86600055257504
47.05882352941176,50.16494777341124
43.13725490196078,44.515486534076146
62.745098039215684,37.50520616409829
41.17647058823529,42.989719630022144
49.01960784313725,43.072193516727765
50.98039215686274,47.11341396530323
11.76470588235294,89.91736116552096
15.686274509803921,99.99999999999999
17.647058823529413,36.72170424039488
43.13725490196078,51.422674545671974
49.01960784313725,47.814442002301014
23.52941176470588,66.45354039777155
41.17647058823529,55.62884276765868
49.01960784313725,41.711374386085005
43.13725490196078,57.05151731333066
49.01960784313725,43.05157504505136
47.05882352941176,42.907245743316516
43.13725490196078,40.47426608550067
47.05882352941176,41.95879604620187
