lon,lat
135.625,-89.5
136.875,-89.5
138.125,-89.5
139.375,-89.5
140.625,-89.5
141.875,-89.5
143.125,-89.5
144.375,-89.5
145.625,-89.5
146.875,-89.5
148.125,-89.5
149.375,-89.5
150.625,-89.5
151.875,-89.5
153.125,-89.5
154.375,-89.5
155.625,-89.5
156.875,-89.5
158.125,-89.5
159.375,-89.5
160.625,-89.5
161.875,-89.5
163.125,-89.5
164.375,-89.5
165.625,-89.5
166.875,-89.5
168.125,-89.5
169.375,-89.5
170.625,-89.5
171.875,-89.5
173.125,-89.5
174.375,-89.5
175.625,-89.5
176.875,-89.5
178.125,-89.5
179.375,-89.5
-179.375,-88.5
-178.125,-88.5
-176.875,-88.5
-175.625,-88.5
-174.375,-88.5
-173.125,-88.5
-171.875,-88.5
-170.625,-88.5
-169.375,-88.5
-168.125,-88.5
-166.875,-88.5
-165.625,-88.5
-164.375,-88.5
-163.125,-88.5
-161.875,-88.5
-160.625,-88.5
-159.375,-88.5
-158.125,-88.5
-156.875,-88.5
-155.625,-88.5
-154.375,-88.5
-153.125,-88.5
-151.875,-88.5
-150.625,-88.5
-149.375,-88.5
-148.125,-88.5
-146.875,-88.5
-145.625,-88.5
-144.375,-88.5
-143.125,-88.5
-141.875,-88.5
-140.625,-88.5
-139.375,-88.5
-138.125,-88.5
-136.875,-88.5
-135.625,-88.5
-134.375,-88.5
-133.125,-88.5
-131.875,-88.5
-130.625,-88.5
-129.375,-88.5
-128.125,-88.5
-126.875,-88.5
-125.625,-88.5
-124.375,-88.5
-123.125,-88.5
-121.875,-88.5
-120.625,-88.5
-119.375,-88.5
-118.125,-88.5
-116.875,-88.5
-115.625,-88.5
-114.375,-88.5
-113.125,-88.5
-111.875,-88.5
-110.625,-88.5
-109.375,-88.5
-108.125,-88.5
-106.875,-88.5
-105.625,-88.5
-104.375,-88.5
-103.125,-88.5
-101.875,-88.5
-100.625,-88.5
-99.375,-88.5
-98.125,-88.5
-96.875,-88.5
-95.625,-88.5
-94.375,-88.5
-93.125,-88.5
-91.875,-88.5
-90.625,-88.5
-89.375,-88.5
-88.125,-88.5
-86.875,-88.5
-85.625,-88.5
-84.375,-88.5
-83.125,-88.5
-81.875,-88.5
-80.625,-88.5
-79.375,-88.5
-78.125,-88.5
-76.875,-88.5
-75.625,-88.5
-74.375,-88.5
-73.125,-88.5
-71.875,-88.5
-70.625,-88.5
-69.375,-88.5
-68.125,-88.5
-66.875,-88.5
-65.625,-88.5
-64.375,-88.5
-63.125,-88.5
-61.875,-88.5
-60.625,-88.5
-59.375,-88.5
-58.125,-88.5
-56.875,-88.5
-55.625,-88.5
-54.375,-88.5
-53.125,-88.5
-51.875,-88.5
-50.625,-88.5
-49.375,-88.5
-48.125,-88.5
-46.875,-88.5
-45.625,-88.5
-44.375,-88.5
-43.125,-88.5
-41.875,-88.5
-40.625,-88.5
-39.375,-88.5
-38.125,-88.5
-36.875,-88.5
-35.625,-88.5
-34.375,-88.5
-33.125,-88.5
-31.875,-88.5
-30.625,-88.5
-29.375,-88.5
-28.125,-88.5
-26.875,-88.5
-25.625,-88.5
-24.375,-88.5
-23.125,-88.5
-21.875,-88.5
-20.625,-88.5
-19.375,-88.5
-18.125,-88.5
-16.875,-88.5
-15.625,-88.5
-14.375,-88.5
-13.125,-88.5
-11.875,-88.5
-10.625,-88.5
-9.375,-88.5
-8.125,-88.5
-6.875,-88.5
-5.625,-88.5
-4.375,-88.5
-3.125,-88.5
-1.875,-88.5
-0.625,-88.5
0.625,-88.5
1.875,-88.5
3.125,-88.5
4.375,-88.5
5.625,-88.5
6.875,-88.5
8.125,-88.5
9.375,-88.5
10.625,-88.5
11.875,-88.5
13.125,-88.5
14.375,-88.5
15.625,-88.5
16.875,-88.5
18.125,-88.5
19.375,-88.5
20.625,-88.5
21.875,-88.5
23.125,-88.5
24.375,-88.5
25.625,-88.5
26.875,-88.5
28.125,-88.5
29.375,-88.5
30.625,-88.5
31.875,-88.5
33.125,-88.5
34.375,-88.5
35.625,-88.5
36.875,-88.5
38.125,-88.5
39.375,-88.5
40.625,-88.5
41.875,-88.5
43.125,-88.5
44.375,-88.5
45.625,-88.5
46.875,-88.5
48.125,-88.5
49.375,-88.5
50.625,-88.5
51.875,-88.5
53.125,-88.5
54.375,-88.5
55.625,-88.5
56.875,-88.5
58.125,-88.5
59.375,-88.5
60.625,-88.5
61.875,-88.5
63.125,-88.5
64.375,-88.5
65.625,-88.5
66.875,-88.5
68.125,-88.5
69.375,-88.5
70.625,-88.5
71.875,-88.5
73.125,-88.5
74.375,-88.5
75.625,-88.5
76.875,-88.5
78.125,-88.5
79.375,-88.5
80.625,-88.5
81.875,-88.5
83.125,-88.5
84.375,-88.5
85.625,-88.5
86.875,-88.5
88.125,-88.5
89.375,-88.5
90.625,-88.5
91.875,-88.5
93.125,-88.5
94.375,-88.5
95.625,-88.5
96.875,-88.5
98.125,-88.5
99.375,-88.5
100.625,-88.5
101.875,-88.5
103.125,-88.5
104.375,-88.5
105.625,-88.5
106.875,-88.5
108.125,-88.5
109.375,-88.5
110.625,-88.5
111.875,-88.5
113.125,-88.5
114.375,-88.5
115.625,-88.5
116.875,-88.5
118.125,-88.5
119.375,-88.5
120.625,-88.5
121.875,-88.5
123.125,-88.5
124.375,-88.5
125.625,-88.5
126.875,-88.5
128.125,-88.5
129.375,-88.5
130.625,-88.5
131.875,-88.5
133.125,-88.5
134.375,-88.5
135.625,-88.5
136.875,-88.5
138.125,-88.5
139.375,-88.5
140.625,-88.5
141.875,-88.5
143.125,-88.5
144.375,-88.5
145.625,-88.5
146.875,-88.5
148.125,-88.5
149.375,-88.5
150.625,-88.5
151.875,-88.5
153.125,-88.5
154.375,-88.5
155.625,-88.5
156.875,-88.5
158.125,-88.5
159.375,-88.5
160.625,-88.5
161.875,-88.5
163.125,-88.5
164.375,-88.5
165.625,-88.5
166.875,-88.5
168.125,-88.5
169.375,-88.5
170.625,-88.5
171.875,-88.5
173.125,-88.5
174.375,-88.5
175.625,-88.5
176.875,-88.5
178.125,-88.5
179.375,-88.5
-179.375,-87.5
-178.125,-87.5
-176.875,-87.5
-175.625,-87.5
-174.375,-87.5
-173.125,-87.5
-171.875,-87.5
-170.625,-87.5
-169.375,-87.5
-168.125,-87.5
-166.875,-87.5
-165.625,-87.5
-164.375,-87.5
-163.125,-87.5
-161.875,-87.5
-160.625,-87.5
-159.375,-87.5
-158.125,-87.5
-156.875,-87.5
-155.625,-87.5
-154.375,-87.5
-153.125,-87.5
-151.875,-87.5
-150.625,-87.5
-149.375,-87.5
-148.125,-87.5
-146.875,-87.5
-145.625,-87.5
-144.375,-87.5
-143.125,-87.5
-141.875,-87.5
-140.625,-87.5
-139.375,-87.5
-138.125,-87.5
-136.875,-87.5
-135.625,-87.5
-134.375,-87.5
-133.125,-87.5
-131.875,-87.5
-130.625,-87.5
-129.375,-87.5
-128.125,-87.5
-126.875,-87.5
-125.625,-87.5
-124.375,-87.5
-123.125,-87.5
-121.875,-87.5
-120.625,-87.5
-119.375,-87.5
-118.125,-87.5
-116.875,-87.5
-115.625,-87.5
-114.375,-87.5
-113.125,-87.5
-111.875,-87.5
-110.625,-87.5
-109.375,-87.5
-108.125,-87.5
-106.875,-87.5
-105.625,-87.5
-104.375,-87.5
-103.125,-87.5
-101.875,-87.5
-100.625,-87.5
-99.375,-87.5
-98.125,-87.5
-96.875,-87.5
-95.625,-87.5
-94.375,-87.5
-93.125,-87.5
-91.875,-87.5
-90.625,-87.5
-89.375,-87.5
-88.125,-87.5
-86.875,-87.5
-85.625,-87.5
-84.375,-87.5
-83.125,-87.5
-81.875,-87.5
-80.625,-87.5
-79.375,-87.5
-78.125,-87.5
-76.875,-87.5
-75.625,-87.5
-74.375,-87.5
-73.125,-87.5
-71.875,-87.5
-70.625,-87.5
-69.375,-87.5
-68.125,-87.5
-66.875,-87.5
-65.625,-87.5
-64.375,-87.5
-63.125,-87.5
-61.875,-87.5
-60.625,-87.5
-59.375,-87.5
-58.125,-87.5
-56.875,-87.5
-55.625,-87.5
-54.375,-87.5
-53.125,-87.5
-51.875,-87.5
-50.625,-87.5
-49.375,-87.5
-48.125,-87.5
-46.875,-87.5
-45.625,-87.5
-44.375,-87.5
-43.125,-87.5
-41.875,-87.5
-40.625,-87.5
-39.375,-87.5
-38.125,-87.5
-36.875,-87.5
-35.625,-87.5
-34.375,-87.5
-33.125,-87.5
-31.875,-87.5
-30.625,-87.5
-29.375,-87.5
-28.125,-87.5
-26.875,-87.5
-25.625,-87.5
-24.375,-87.5
-23.125,-87.5
-21.875,-87.5
-20.625,-87.5
-19.375,-87.5
-18.125,-87.5
-16.875,-87.5
-15.625,-87.5
-14.375,-87.5
-13.125,-87.5
-11.875,-87.5
-10.625,-87.5
-9.375,-87.5
-8.125,-87.5
-6.875,-87.5
-5.625,-87.5
-4.375,-87.5
-3.125,-87.5
-1.875,-87.5
-0.625,-87.5
0.625,-87.5
1.875,-87.5
3.125,-87.5
4.375,-87.5
5.625,-87.5
6.875,-87.5
8.125,-87.5
9.375,-87.5
10.625,-87.5
11.875,-87.5
13.125,-87.5
14.375,-87.5
15.625,-87.5
16.875,-87.5
18.125,-87.5
19.375,-87.5
20.625,-87.5
21.875,-87.5
23.125,-87.5
24.375,-87.5
25.625,-87.5
26.875,-87.5
28.125,-87.5
29.375,-87.5
30.625,-87.5
31.875,-87.5
33.125,-87.5
34.375,-87.5
35.625,-87.5
36.875,-87.5
38.125,-87.5
39.375,-87.5
40.625,-87.5
41.875,-87.5
43.125,-87.5
44.375,-87.5
45.625,-87.5
46.875,-87.5
48.125,-87.5
49.375,-87.5
50.625,-87.5
51.875,-87.5
53.125,-87.5
54.375,-87.5
55.625,-87.5
56.875,-87.5
58.125,-87.5
59.375,-87.5
60.625,-87.5
61.875,-87.5
63.125,-87.5
64.375,-87.5
65.625,-87.5
66.875,-87.5
68.125,-87.5
69.375,-87.5
70.625,-87.5
71.875,-87.5
73.125,-87.5
74.375,-87.5
75.625,-87.5
76.875,-87.5
78.125,-87.5
79.375,-87.5
80.625,-87.5
81.875,-87.5
83.125,-87.5
84.375,-87.5
85.625,-87.5
86.875,-87.5
88.125,-87.5
89.375,-87.5
90.625,-87.5
91.875,-87.5
93.125,-87.5
94.375,-87.5
95.625,-87.5
96.875,-87.5
98.125,-87.5
99.375,-87.5
100.625,-87.5
101.875,-87.5
103.125,-87.5
104.375,-87.5
105.625,-87.5
106.875,-87.5
108.125,-87.5
109.375,-87.5
110.625,-87.5
111.875,-87.5
113.125,-87.5
114.375,-87.5
115.625,-87.5
116.875,-87.5
118.125,-87.5
119.375,-87.5
120.625,-87.5
121.875,-87.5
123.125,-87.5
124.375,-87.5
125.625,-87.5
126.875,-87.5
128.125,-87.5
129.375,-87.5
130.625,-87.5
131.875,-87.5
133.125,-87.5
134.375,-87.5
135.625,-87.5
136.875,-87.5
138.125,-87.5
139.375,-87.5
140.625,-87.5
141.875,-87.5
143.125,-87.5
144.375,-87.5
145.625,-87.5
146.875,-87.5
148.125,-87.5
149.375,-87.5
150.625,-87.5
151.875,-87.5
153.125,-87.5
154.375,-87.5
155.625,-87.5
156.875,-87.5
158.125,-87.5
159.375,-87.5
160.625,-87.5
161.875,-87.5
163.125,-87.5
164.375,-87.5
165.625,-87.5
166.875,-87.5
168.125,-87.5
169.375,-87.5
170.625,-87.5
171.875,-87.5
173.125,-87.5
174.375,-87.5
175.625,-87.5
176.875,-87.5
178.125,-87.5
179.375,-87.5
-179.375,-86.5
-178.125,-86.5
-176.875,-86.5
-175.625,-86.5
-174.375,-86.5
-173.125,-86.5
-171.875,-86.5
-170.625,-86.5
-169.375,-86.5
-168.125,-86.5
-166.875,-86.5
-165.625,-86.5
-164.375,-86.5
-163.125,-86.5
-161.875,-86.5
-160.625,-86.5
-159.375,-86.5
-158.125,-86.5
-156.875,-86.5
-155.625,-86.5
-154.375,-86.5
-153.125,-86.5
-151.875,-86.5
-150.625,-86.5
-149.375,-86.5
-148.125,-86.5
-146.875,-86.5
-145.625,-86.5
-144.375,-86.5
-143.125,-86.5
-141.875,-86.5
-140.625,-86.5
-139.375,-86.5
-138.125,-86.5
-136.875,-86.5
-135.625,-86.5
-134.375,-86.5
-133.125,-86.5
-131.875,-86.5
-130.625,-86.5
-129.375,-86.5
-128.125,-86.5
-126.875,-86.5
-125.625,-86.5
-124.375,-86.5
-123.125,-86.5
-121.875,-86.5
-120.625,-86.5
-119.375,-86.5
-118.125,-86.5
-116.875,-86.5
-115.625,-86.5
-114.375,-86.5
-113.125,-86.5
-111.875,-86.5
-110.625,-86.5
-109.375,-86.5
-108.125,-86.5
-106.875,-86.5
-105.625,-86.5
-104.375,-86.5
-103.125,-86.5
-101.875,-86.5
-100.625,-86.5
-99.375,-86.5
-98.125,-86.5
-96.875,-86.5
-95.625,-86.5
-94.375,-86.5
-93.125,-86.5
-91.875,-86.5
-90.625,-86.5
-89.375,-86.5
-88.125,-86.5
-86.875,-86.5
-85.625,-86.5
-84.375,-86.5
-83.125,-86.5
-81.875,-86.5
-80.625,-86.5
-79.375,-86.5
-78.125,-86.5
-76.875,-86.5
-75.625,-86.5
-74.375,-86.5
-73.125,-86.5
-71.875,-86.5
-70.625,-86.5
-69.375,-86.5
-68.125,-86.5
-66.875,-86.5
-65.625,-86.5
-64.375,-86.5
-63.125,-86.5
-61.875,-86.5
-60.625,-86.5
-59.375,-86.5
-58.125,-86.5
-56.875,-86.5
-55.625,-86.5
-54.375,-86.5
-53.125,-86.5
-51.875,-86.5
-50.625,-86.5
-49.375,-86.5
-48.125,-86.5
-46.875,-86.5
-45.625,-86.5
-44.375,-86.5
-43.125,-86.5
-41.875,-86.5
-40.625,-86.5
-39.375,-86.5
-38.125,-86.5
-36.875,-86.5
-35.625,-86.5
-34.375,-86.5
-33.125,-86.5
-31.875,-86.5
-30.625,-86.5
-29.375,-86.5
-28.125,-86.5
-26.875,-86.5
-25.625,-86.5
-24.375,-86.5
-23.125,-86.5
-21.875,-86.5
-20.625,-86.5
-19.375,-86.5
-18.125,-86.5
-16.875,-86.5
-15.625,-86.5
-14.375,-86.5
-13.125,-86.5
-11.875,-86.5
-10.625,-86.5
-9.375,-86.5
-8.125,-86.5
-6.875,-86.5
-5.625,-86.5
-4.375,-86.5
-3.125,-86.5
-1.875,-86.5
-0.625,-86.5
0.625,-86.5
1.875,-86.5
3.125,-86.5
4.375,-86.5
5.625,-86.5
6.875,-86.5
8.125,-86.5
9.375,-86.5
10.625,-86.5
11.875,-86.5
13.125,-86.5
14.375,-86.5
15.625,-86.5
16.875,-86.5
18.125,-86.5
19.375,-86.5
20.625,-86.5
21.875,-86.5
23.125,-86.5
24.375,-86.5
25.625,-86.5
26.875,-86.5
28.125,-86.5
29.375,-86.5
30.625,-86.5
31.875,-86.5
33.125,-86.5
34.375,-86.5
35.625,-86.5
36.875,-86.5
38.125,-86.5
39.375,-86.5
40.625,-86.5
41.875,-86.5
43.125,-86.5
44.375,-86.5
45.625,-86.5
46.875,-86.5
48.125,-86.5
49.375,-86.5
50.625,-86.5
51.875,-86.5
53.125,-86.5
54.375,-86.5
55.625,-86.5
56.875,-86.5
58.125,-86.5
59.375,-86.5
60.625,-86.5
61.875,-86.5
63.125,-86.5
64.375,-86.5
65.625,-86.5
66.875,-86.5
68.125,-86.5
69.375,-86.5
70.625,-86.5
71.875,-86.5
73.125,-86.5
74.375,-86.5
75.625,-86.5
76.875,-86.5
78.125,-86.5
79.375,-86.5
80.625,-86.5
81.875,-86.5
83.125,-86.5
84.375,-86.5
85.625,-86.5
86.875,-86.5
88.125,-86.5
89.375,-86.5
90.625,-86.5
91.875,-86.5
93.125,-86.5
94.375,-86.5
95.625,-86.5
96.875,-86.5
98.125,-86.5
99.375,-86.5
100.625,-86.5
101.875,-86.5
103.125,-86.5
104.375,-86.5
105.625,-86.5
106.875,-86.5
108.125,-86.5
109.375,-86.5
110.625,-86.5
111.875,-86.5
113.125,-86.5
114.375,-86.5
115.625,-86.5
116.875,-86.5
118.125,-86.5
119.375,-86.5
120.625,-86.5
121.875,-86.5
123.125,-86.5
124.375,-86.5
125.625,-86.5
126.875,-86.5
128.125,-86.5
129.375,-86.5
130.625,-86.5
131.875,-86.5
133.125,-86.5
134.375,-86.5
135.625,-86.5
136.875,-86.5
138.125,-86.5
139.375,-86.5
140.625,-86.5
141.875,-86.5
143.125,-86.5
144.375,-86.5
145.625,-86.5
146.875,-86.5
148.125,-86.5
149.375,-86.5
150.625,-86.5
151.875,-86.5
153.125,-86.5
154.375,-86.5
155.625,-86.5
156.875,-86.5
158.125,-86.5
159.375,-86.5
160.625,-86.5
161.875,-86.5
163.125,-86.5
164.375,-86.5
165.625,-86.5
166.875,-86.5
168.125,-86.5
169.375,-86.5
170.625,-86.5
171.875,-86.5
173.125,-86.5
174.375,-86.5
175.625,-86.5
176.875,-86.5
178.125,-86.5
179.375,-86.5
-179.375,-85.5
-178.125,-85.5
-176.875,-85.5
-175.625,-85.5
-174.375,-85.5
-173.125,-85.5
-171.875,-85.5
-170.625,-85.5
-169.375,-85.5
-168.125,-85.5
-166.875,-85.5
-165.625,-85.5
-164.375,-85.5
-163.125,-85.5
-161.875,-85.5
-160.625,-85.5
-159.375,-85.5
-158.125,-85.5
-156.875,-85.5
-155.625,-85.5
-154.375,-85.5
-153.125,-85.5
-151.875,-85.5
-150.625,-85.5
-149.375,-85.5
-148.125,-85.5
-146.875,-85.5
-145.625,-85.5
-144.375,-85.5
-143.125,-85.5
-141.875,-85.5
-140.625,-85.5
-139.375,-85.5
-138.125,-85.5
-136.875,-85.5
-135.625,-85.5
-134.375,-85.5
-133.125,-85.5
-131.875,-85.5
-130.625,-85.5
-129.375,-85.5
-128.125,-85.5
-126.875,-85.5
-125.625,-85.5
-124.375,-85.5
-123.125,-85.5
-121.875,-85.5
-120.625,-85.5
-119.375,-85.5
-118.125,-85.5
-116.875,-85.5
-115.625,-85.5
-114.375,-85.5
-113.125,-85.5
-111.875,-85.5
-110.625,-85.5
-109.375,-85.5
-108.125,-85.5
-106.875,-85.5
-105.625,-85.5
-104.375,-85.5
-103.125,-85.5
-101.875,-85.5
-100.625,-85.5
-99.375,-85.5
-98.125,-85.5
-96.875,-85.5
-95.625,-85.5
-94.375,-85.5
-93.125,-85.5
-91.875,-85.5
-90.625,-85.5
-89.375,-85.5
-88.125,-85.5
-86.875,-85.5
-85.625,-85.5
-84.375,-85.5
-83.125,-85.5
-81.875,-85.5
-80.625,-85.5
-79.375,-85.5
-78.125,-85.5
-76.875,-85.5
-75.625,-85.5
-74.375,-85.5
-73.125,-85.5
-71.875,-85.5
-70.625,-85.5
-69.375,-85.5
-68.125,-85.5
-66.875,-85.5
-65.625,-85.5
-64.375,-85.5
-63.125,-85.5
-61.875,-85.5
-60.625,-85.5
-59.375,-85.5
-58.125,-85.5
-56.875,-85.5
-55.625,-85.5
-54.375,-85.5
-53.125,-85.5
-51.875,-85.5
-50.625,-85.5
-49.375,-85.5
-48.125,-85.5
-46.875,-85.5
-45.625,-85.5
-44.375,-85.5
-43.125,-85.5
-41.875,-85.5
-40.625,-85.5
-39.375,-85.5
-38.125,-85.5
-36.875,-85.5
-35.625,-85.5
-34.375,-85.5
-33.125,-85.5
-31.875,-85.5
-30.625,-85.5
-29.375,-85.5
-28.125,-85.5
-26.875,-85.5
-25.625,-85.5
-24.375,-85.5
-23.125,-85.5
-21.875,-85.5
-20.625,-85.5
-19.375,-85.5
-18.125,-85.5
-16.875,-85.5
-15.625,-85.5
-14.375,-85.5
-13.125,-85.5
-11.875,-85.5
-10.625,-85.5
-9.375,-85.5
-8.125,-85.5
-6.875,-85.5
-5.625,-85.5
-4.375,-85.5
-3.125,-85.5
-1.875,-85.5
-0.625,-85.5
0.625,-85.5
1.875,-85.5
3.125,-85.5
4.375,-85.5
5.625,-85.5
6.875,-85.5
8.125,-85.5
9.375,-85.5
10.625,-85.5
11.875,-85.5
13.125,-85.5
14.375,-85.5
15.625,-85.5
16.875,-85.5
18.125,-85.5
19.375,-85.5
20.625,-85.5
21.875,-85.5
23.125,-85.5
24.375,-85.5
25.625,-85.5
26.875,-85.5
28.125,-85.5
29.375,-85.5
30.625,-85.5
31.875,-85.5
33.125,-85.5
34.375,-85.5
35.625,-85.5
36.875,-85.5
38.125,-85.5
39.375,-85.5
40.625,-85.5
41.875,-85.5
43.125,-85.5
44.375,-85.5
45.625,-85.5
46.875,-85.5
48.125,-85.5
49.375,-85.5
50.625,-85.5
51.875,-85.5
53.125,-85.5
54.375,-85.5
55.625,-85.5
56.875,-85.5
58.125,-85.5
59.375,-85.5
60.625,-85.5
61.875,-85.5
63.125,-85.5
64.375,-85.5
65.625,-85.5
66.875,-85.5
68.125,-85.5
69.375,-85.5
70.625,-85.5
71.875,-85.5
73.125,-85.5
74.375,-85.5
75.625,-85.5
76.875,-85.5
78.125,-85.5
79.375,-85.5
80.625,-85.5
81.875,-85.5
83.125,-85.5
84.375,-85.5
85.625,-85.5
86.875,-85.5
88.125,-85.5
89.375,-85.5
90.625,-85.5
91.875,-85.5
93.125,-85.5
94.375,-85.5
95.625,-85.5
96.875,-85.5
98.125,-85.5
99.375,-85.5
100.625,-85.5
101.875,-85.5
103.125,-85.5
104.375,-85.5
105.625,-85.5
106.875,-85.5
108.125,-85.5
109.375,-85.5
110.625,-85.5
111.875,-85.5
113.125,-85.5
114.375,-85.5
115.625,-85.5
116.875,-85.5
118.125,-85.5
119.375,-85.5
120.625,-85.5
121.875,-85.5
123.125,-85.5
124.375,-85.5
125.625,-85.5
126.875,-85.5
128.125,-85.5
129.375,-85.5
130.625,-85.5
131.875,-85.5
133.125,-85.5
134.375,-85.5
135.625,-85.5
136.875,-85.5
138.125,-85.5
139.375,-85.5
140.625,-85.5
141.875,-85.5
143.125,-85.5
144.375,-85.5
145.625,-85.5
146.875,-85.5
148.125,-85.5
149.375,-85.5
150.625,-85.5
151.875,-85.5
153.125,-85.5
154.375,-85.5
155.625,-85.5
156.875,-85.5
158.125,-85.5
159.375,-85.5
160.625,-85.5
161.875,-85.5
163.125,-85.5
164.375,-85.5
165.625,-85.5
166.875,-85.5
168.125,-85.5
169.375,-85.5
170.625,-85.5
171.875,-85.5
173.125,-85.5
174.375,-85.5
175.625,-85.5
176.875,-85.5
178.125,-85.5
179.375,-85.5
-179.375,-84.5
-178.125,-84.5
-176.875,-84.5
-175.625,-84.5
-174.375,-84.5
-173.125,-84.5
-171.875,-84.5
-170.625,-84.5
-169.375,-84.5
-168.125,-84.5
-166.875,-84.5
-165.625,-84.5
-164.375,-84.5
-163.125,-84.5
-161.875,-84.5
-160.625,-84.5
-159.375,-84.5
-158.125,-84.5
-156.875,-84.5
-155.625,-84.5
-154.375,-84.5
-153.125,-84.5
-151.875,-84.5
-150.625,-84.5
-149.375,-84.5
-148.125,-84.5
-146.875,-84.5
-145.625,-84.5
-144.375,-84.5
-143.125,-84.5
