lon,lat,elev
-120.82,39.02,28.781979977753057
-120.13,41.85,39.822024471635146
-123.78,39.5,2.6696329254727473
-122.85,41.6,24.72191323692992
-123.25,38.52,2.586206896551724
-119.72,36.78,4.477196885428254
-119.72,36.98,5.116796440489432
-123.97,41.85,4.89432703003337
-119.13,37.75,77.66963292547274
-119.68,34.52,14.794215795328142
-121.57,37.0,3.2814238042269186
-117.87,34.13,8.592880978865406
-116.78,35.28,26.668520578420466
-118.97,36.73,57.452725250278085
-122.88,38.43,3.4204671857619577
-120.93,40.13,31.813125695216907
-117.95,36.13,34.121245828698555
-122.43,37.47,1.9744160177975527
-119.65,36.3,3.726362625139043
-123.37,41.8,11.123470522803114
-121.27,39.23,6.562847608453837
-115.63,33.7,13.264738598442714
-122.87,38.62,2.558398220244716
-116.97,33.75,15.211345939933258
-116.77,33.23,24.52725250278087
-119.78,37.95,34.45494994438265
-116.72,33.75,47.44160177975528
-115.57,32.85,1.0845383759733036
-118.2,36.8,35.12235817575083
-116.27,33.73,1.4738598442714126
-117.82,35.65,22.330367074527253
-120.85,39.08,26.835372636262512
-115.12,34.15,9.621802002224694
-120.3,41.27,46.49610678531702
-119.5,34.48,19.21579532814238
-120.82,38.82,18.60400444938821
-122.55,37.95,1.7241379310344827
-121.13,36.2,4.365962180200222
-117.78,33.53,2.1412680756395996
-117.18,34.23,45.995550611790875
-122.92,39.05,13.014460511679644
-118.62,37.22,78.559510567297
-116.88,32.85,7.480533926585094
-118.22,34.73,21.551724137931036
-121.52,41.73,42.07452725250278
-118.87,34.83,32.17463848720801
-118.88,34.08,15.211345939933258
-119.03,36.38,5.978865406006674
-119.05,36.18,5.2002224694104555
-121.77,37.67,5.700778642936596
-118.73,36.6,58.815350389321466
-121.28,38.12,1.9744160177975527
-120.47,34.67,2.2246941045606228
-118.15,33.82,2.2246941045606228
-118.38,33.93,2.6974416017797553
-120.85,37.05,2.753058954393771
-120.92,36.87,8.9265850945495
-120.93,37.02,5.116796440489432
-121.98,37.22,5.2836484983314795
-117.48,34.23,24.72191323692992
-120.02,36.97,4.199110122358175
-119.78,38.7,48.553948832035594
-122.12,38.02,1.9744160177975527
-121.6,39.15,2.1134593993325916
-122.13,41.25,29.199110122358174
-116.03,33.55,0.08342602892102335
-120.52,37.28,2.947719688542825
-115.53,34.93,38.2091212458287
-121.92,36.6,3.8375973303670743
-120.85,35.37,2.6696329254727473
-115.53,35.47,41.85205784204672
-121.93,37.87,20.022246941045605
-122.0,41.78,37.68075639599555
-122.32,41.32,32.06340378197998
-122.27,38.28,1.946607341490545
-114.62,34.77,9.399332591768632
-121.03,39.27,23.692992213570633
-122.03,37.52,1.7241379310344827
-119.68,34.95,19.96662958843159
-118.53,34.38,12.180200222469411
-121.02,37.32,2.3915461624026695
-117.88,33.6,1.7241379310344827
-115.52,33.28,1.1401557285873192
-119.5,37.23,23.943270300333705
-116.8,33.38,24.944382647385982
-122.88,41.85,16.04560622914349
-122.98,38.42,10.122358175750835
-117.4,33.22,2.1412680756395996
-116.0,32.75,5.116796440489432
-119.23,34.45,8.008898776418242
-124.02,41.37,3.0033370411568407
-123.53,41.3,5.116796440489432
-121.57,39.5,3.0033370411568407
-119.17,34.18,2.057842046718576
-122.48,37.6,4.810901001112347
-118.4,34.33,14.377085650723025
-121.37,36.73,9.705228031145717
-118.12,34.58,24.193548387096772
-116.55,33.9,5.2002224694104555
-122.13,37.45,1.807563959955506
-121.5,36.35,17.241379310344826
-118.38,33.8,3.4204671857619577
-120.83,36.6,12.402669632925473
-121.62,39.75,16.156840934371523
-114.17,34.28,7.897664071190211
-118.15,34.15,8.954393770856507
-122.53,39.88,8.092324805339265
-120.68,35.63,7.563959955506117
-120.65,35.6,8.53726362625139
-122.65,38.27,1.8909899888765294
-121.18,36.48,12.708565072302559
-118.75,34.4,7.814238042269188
-120.63,35.13,1.8909899888765294
-121.98,40.98,13.987764182424916
-120.8,38.73,17.658509454949943
-119.02,36.07,4.977753058954393
-120.47,39.8,42.60289210233593
-123.13,39.37,10.205784204671858
-120.7,36.2,20.7174638487208
-120.95,39.97,30.533926585094548
-117.65,35.37,31.89655172413793
-122.3,40.5,5.89543937708565
-117.18,34.05,12.819799777530589
-122.23,37.48,1.8909899888765294
-123.78,40.03,5.867630700778643
-117.35,33.97,9.2880978865406
-117.33,33.97,10.511679644048943
-121.23,38.8,3.6707452725250276
-121.5,38.52,1.8353726362625138
-120.23,39.43,55.42269187986652
-122.47,38.5,3.8375973303670743
-120.5,35.33,12.208008898776418
-120.4,34.58,3.754171301446051
-121.7,36.43,6.729699666295884
-117.8,34.1,9.78865406006674
-122.5,37.77,1.807563959955506
-117.9,34.15,7.953281423804227
-117.87,34.2,14.182424916573972
-118.1,34.1,5.033370411568409
-122.33,37.3,4.699666295884316
-121.88,37.33,2.447163515016685
-121.07,37.05,3.8375973303670743
-120.67,35.3,4.310344827586206
-117.0,33.08,5.2002224694104555
-122.53,37.97,1.8909899888765294
-117.85,33.77,2.753058954393771
-119.68,34.42,1.6963292547274749
-122.02,36.98,2.753058954393771
-118.5,34.0,1.807563959955506
-119.07,34.35,3.921023359288098
-122.7,38.45,3.0589543937708563
-118.45,34.58,19.549499443826473
-124.1,40.48,2.8086763070077865
-122.42,40.72,10.761957730812012
-116.27,35.97,14.933259176863181
-116.68,33.87,18.07563959955506
-122.45,38.28,2.2246941045606228
-119.63,37.5,45.244716351501665
-118.57,37.17,83.2313681868743
-123.73,39.88,8.843159065628475
-121.25,37.9,1.8631813125695216
-121.23,37.95,1.807563959955506
-122.53,39.58,8.342602892102336
-120.13,39.17,54.449388209121246
-118.47,35.13,35.40044493882091
-118.75,35.03,13.709677419354838
-120.45,40.87,46.607341490545046
-116.17,33.63,0.6674082313681868
-118.85,36.47,11.735261401557286
-120.48,38.45,21.662958843159064
-118.32,33.83,2.3081201334816464
-121.42,37.7,2.836484983314794
-121.58,37.8,2.169076751946607
-122.8,40.72,17.408231368186875
-120.18,39.33,52.36373748609566
-121.47,41.97,35.90100111234705
-120.85,37.48,2.5027808676307006
-116.05,34.13,18.520578420467185
-120.05,38.7,68.04783092324806
-123.2,39.15,7.007786429365962
-123.28,39.13,17.769744160177975
-118.45,34.07,5.367074527252503
-122.17,37.77,4.977753058954393
-121.95,38.4,2.586206896551724
-117.3,34.53,25.723025583982203
-120.18,39.82,43.5761957730812
-119.3,36.33,4.616240266963293
-121.87,40.47,20.300333704115683
-117.87,34.0,5.784204671857619
-123.0,38.72,3.531701890989989
-119.33,35.6,4.560622914349277
-121.77,36.93,2.5027808676307006
-119.98,36.22,4.060066740823137
-122.53,40.62,12.764182424916573
-118.03,33.98,4.616240266963293
-117.18,36.27,36.40155728587319
-123.35,39.42,13.097886540600667
-123.63,40.95,5.533926585094549
-122.3,39.52,3.615127919911012
-121.97,38.52,2.753058954393771
-121.77,38.68,2.1412680756395996
-122.25,37.43,4.866518353726362
-119.58,37.75,35.26140155728587
-122.63,41.72,23.887652947719687
-104.65,37.38,55.53392658509455
-103.15,40.15,40.155728587319246
-108.53,39.58,59.31590656284761
-105.88,39.0,77.39154616240266
-105.48,39.4,67.21357063403782
-105.52,37.43,67.29699666295885
-107.17,38.47,66.26807563959956
-102.18,39.62,32.591768631813125
-105.27,40.0,48.13681868743048
-102.45,38.45,34.983314794215794
-106.03,39.48,82.8976640711902
-104.33,40.65,43.020022246941046
-104.83,39.98,43.882091212458285
-108.92,40.8,47.024471635150164
-104.22,39.7,45.74527252502781
-105.7,39.65,86.62402669632925
-102.68,37.08,38.12569521690767
-104.87,39.37,54.6440489432703
-106.12,37.75,66.68520578420467
-105.28,39.22,59.95550611790878
-104.85,39.65,49.49944382647386
-102.35,38.82,37.65294771968854
-106.2,39.38,99.36040044493882
-106.77,38.43,69.43826473859843
-107.97,39.25,52.335928809788655
-108.73,39.1,50.667408231368185
-104.7,38.82,54.14349276974416
-108.57,37.35,54.06006674082314
-106.97,38.87,76.86318131256952
-105.68,37.98,70.43937708565072
-106.35,37.67,68.43715239154616
-108.07,38.75,45.07786429365962
-106.03,39.63,78.47608453837597
-108.97,40.23,51.83537263626251
-108.5,37.47,60.595105672969964
-107.88,37.28,57.591768631813125
-105.32,39.63,61.01223581757508
-105.08,40.58,44.048943270300335
-108.05,37.23,66.18464961067853
-104.7,38.68,48.720800889877644
-104.03,38.13,38.459399332591765
-108.93,38.7,43.2146829810901
-103.5,39.28,49.137931034482754
-105.7,39.7,74.33259176863181
-107.32,39.52,51.69632925472747
-108.53,39.12,42.76974416017797
-108.58,39.07,40.82313681868743
-105.83,40.27,72.71968854282537
-105.85,40.25,72.71968854282537
-105.68,39.47,75.33370411568409
-105.53,37.72,70.46718576195772
-104.7,40.42,41.0734149054505
-105.35,39.95,69.07675194660735
-105.38,38.68,71.13459399332592
-106.97,38.53,66.40711902113459
-107.62,40.37,54.560622914349274
-103.15,38.45,40.07230255839822
-107.25,40.48,55.67296996662959
-107.13,37.77,77.91991101223581
-106.0,40.97,67.40823136818688
-102.12,38.05,30.367074527252502
-102.3,40.58,33.25917686318131
-105.22,39.57,61.31813125695217
-102.68,39.65,37.263626251390434
-102.93,38.07,33.954393770856505
-103.52,38.8,44.9944382647386
-105.1,39.5,48.275862068965516
-102.78,38.77,37.93103448275862
-106.4,40.07,63.73748609566184
-103.52,38.05,37.20800889877642
-103.48,37.72,37.569521690767516
-107.32,38.05,77.03003337041157
-105.48,38.92,73.74860956618465
-105.13,39.75,49.41601779755283
-102.62,38.08,32.39710789766407
-103.22,38.07,34.62180200222469
-106.32,39.23,85.95661846496107
-103.02,40.48,38.87652947719688
-105.07,40.17,43.63181312569522
-105.95,37.17,66.82424916573972
-107.47,40.03,67.74193548387096
-108.08,40.52,51.86318131256952
-107.9,40.03,54.560622914349274
-106.75,39.37,67.79755283648498
-108.5,37.2,60.67853170189099
-106.15,37.57,66.68520578420467
-105.6,39.65,91.74082313681869
-103.83,40.58,43.63181312569522
-109.03,37.82,56.59065628476085
-105.02,39.9,47.10789766407119
-108.28,38.13,61.12347052280311
-104.78,40.7,45.66184649610678
-103.75,38.22,38.12569521690767
-103.7,38.52,42.04671857619577
-107.68,38.02,67.1301446051168
-107.02,37.27,61.957730812013345
-108.35,39.1,41.68520578420467
-107.58,38.87,49.83314794215795
-104.65,39.52,55.08898776418243
-104.5,38.28,40.98998887652947
-104.72,38.27,42.79755283648498
-107.1,40.23,70.16129032258064
-105.23,39.82,51.69632925472747
-108.8,40.08,46.41268075639599
-107.78,39.52,46.57953281423804
-107.27,37.72,82.23025583982202
-103.7,38.03,36.985539488320356
-104.98,38.85,78.33704115684094
-106.02,38.53,62.31924360400445
-104.97,39.38,53.39265850945495
-102.52,40.85,35.456062291434925
-107.23,39.57,51.86318131256952
-106.42,40.48,72.05228031145717
-102.7,37.38,40.46162402669633
-106.83,40.5,59.62180200222469
-102.58,39.3,38.95995550611791
-105.12,39.43,51.14015572858732
-106.37,39.25,86.4293659621802
-104.12,38.42,44.048943270300335
-107.87,37.95,75.13904338153503
-104.48,37.17,52.75305895439377
-106.32,39.08,80.53392658509455
-108.73,38.37,44.21579532814238
-107.58,37.37,66.49054505005562
-106.27,40.73,70.3559510567297
-104.8,37.62,54.39377085650723
-105.2,40.42,45.74527252502781
-105.77,39.9,78.42046718576195
-106.78,37.48,91.82424916573972
-104.48,37.0,65.93437152391546
-102.23,40.07,31.590656284760843
-106.9,40.15,68.52057842046719
-108.73,37.55,59.816462736373744
-102.73,40.12,36.67964404894327
-73.03,41.83,7.675194660734149
-72.95,41.92,7.230255839822024
-73.13,41.17,1.8631813125695216
-73.48,41.65,3.8375973303670743
-72.52,41.47,3.0033370411568407
-73.47,41.38,5.978865406006674
-72.87,41.28,1.8909899888765294
-73.37,41.95,6.312569521690768
-72.05,41.35,1.9744160177975527
-72.65,41.73,1.807563959955506
-72.68,41.93,3.4482758620689653
-72.72,41.55,4.755283648498331
-72.9,41.4,3.1701890989988875
-73.22,41.97,13.014460511679644
-72.07,41.53,1.807563959955506
-73.43,41.58,3.503893214682981
-73.53,41.3,8.42602892102336
-73.35,41.25,4.199110122358175
-73.3,41.72,8.759733036707452
-73.55,41.13,3.253615127919911
-72.25,41.8,7.146829810901001
-71.9,41.95,4.699666295884316
-73.13,41.67,6.729699666295884
-73.23,41.55,7.146829810901001
-75.52,39.15,1.8909899888765294
-75.58,38.83,2.0300333704115685
-75.13,38.77,1.7241379310344827
-75.47,38.9,1.8909899888765294
-75.73,39.67,2.3915461624026695
-75.6,39.67,2.3081201334816464
-75.53,39.77,3.921023359288098
-85.03,29.73,1.807563959955506
-81.85,27.23,2.169076751946607
-81.35,27.18,2.836484983314794
-81.5,27.6,2.9199110122358176
-81.85,27.9,2.6974416017797553
-80.63,26.65,1.7797552836484982
-82.47,27.45,1.807563959955506
-82.37,28.62,4.004449388209121
-82.08,28.67,2.2803114571746383
-85.48,30.78,2.753058954393771
-81.78,28.48,2.753058954393771
-86.57,30.8,3.9488320355951054
-83.12,29.63,2.057842046718576
-81.05,29.18,1.9187986651835371
-86.07,30.73,3.5873192436040044
-81.28,29.02,1.9744160177975527
-81.47,27.42,2.3915461624026695
-81.13,26.6,1.807563959955506
-81.38,25.85,1.6963292547274749
-81.53,29.75,1.6963292547274749
-81.47,30.65,1.7519466073414904
-80.92,25.15,1.668520578420467
-80.2,26.1,1.7797552836484982
-80.35,27.47,1.8631813125695216
-82.27,29.68,2.864293659621802
-82.17,30.25,2.836484983314794
-81.5,29.72,1.7241379310344827
-80.28,25.83,1.7519466073414904
-82.6,29.83,2.2246941045606228
-82.32,28.73,1.9744160177975527
-81.4,30.28,1.7241379310344827
-82.8,30.5,2.836484983314794
-81.75,24.55,1.668520578420467
-81.43,26.77,1.7519466073414904
-81.73,28.08,2.9199110122358176
-82.6,30.18,3.2814238042269186
-81.8,28.88,2.2246941045606228
-82.97,30.28,2.5027808676307006
-83.43,30.53,3.1701890989988875
-83.23,30.1,2.2246941045606228
-80.13,25.78,1.6963292547274749
-83.87,30.53,3.4204671857619577
-81.6,27.93,3.0033370411568407
-82.32,27.25,1.807563959955506
-86.5,30.52,2.1412680756395996
-82.08,29.2,2.2803114571746383
-81.32,28.45,2.447163515016685
-85.6,30.22,1.9187986651835371
-82.42,27.58,1.9744160177975527
-80.43,25.58,1.7241379310344827
-83.57,30.08,2.0300333704115685
-82.13,28.02,2.6696329254727473
-80.15,26.23,1.7797552836484982
-84.55,30.6,3.754171301446051
-82.27,28.33,3.253615127919911
-82.63,27.78,1.946607341490545
-81.25,28.8,1.7241379310344827
-83.4,29.67,1.7241379310344827
-80.25,27.2,1.7241379310344827
-84.37,30.38,2.1134593993325916
-82.75,28.15,1.6963292547274749
-80.82,28.62,1.6963292547274749
-82.82,29.42,1.8909899888765294
-82.45,27.1,1.7241379310344827
-80.45,27.63,1.807563959955506
-80.1,26.68,1.807563959955506
-85.2,30.12,2.057842046718576
-81.73,28.02,3.1701890989988875
-84.13,31.53,3.1701890989988875
-82.52,31.53,3.364849833147942
-84.22,32.07,4.699666295884316
-83.32,33.95,8.42602892102336
-84.47,33.82,8.342602892102336
-84.42,33.65,10.150166852057842
-82.03,33.47,5.367074527252503
-84.38,34.33,10.984427141268075
-84.85,34.92,7.758620689655173
-83.93,34.85,18.103448275862068
-84.95,31.35,3.921023359288098
-84.32,34.87,16.32369299221357
-83.03,34.2,8.259176863181313
-81.68,32.38,3.253615127919911
-81.5,31.17,1.7519466073414904
-81.38,31.15,1.8353726362625138
